Time,End_time,Duration_s,Flow_Lmin,Litros_totales
1599988654,1599989389,735,0.44999999999999996,2.951
1600014092,1600014397,305,3.012295081967213,10.55
1600028049,1600028250,201,0.12,0.404
1600102553,1600104024,1471,2.7705882352941176,4.456
1600163339,1600163492,153,4.699999999999999,12.024
1600173671,1600173972,301,4.85469964664311,24.482
1600262787,1600264467,1680,4.303410852713179,34.853
1600303014,1600303479,465,0.2,1.486
1600333573,1600333623,50,6.939130434782609,5.742
1600352890,1600355425,2535,5.418510638297873,36.24
1600439603,1600439937,334,5.808659793814432,32.348
1600545790,1600546327,537,5.872594142259414,52.489
1600619387,1600620469,1082,5.382960725075529,40.928
1600645469,1600649555,4086,0.12,1.304
1600680008,1600684071,4063,4.722641509433962,13.445
1600708919,1600710917,1998,6.009980657640232,57.963
1600783915,1600784562,647,5.323272120200334,57.249
1600927976,1600928921,945,4.9624719101123596,25.069
1600957571,1600957941,370,5.564909090909091,34.206
1601049043,1601052345,3302,5.012560175054705,41.788
1601133554,1601134014,460,5.849431279620853,44.308
1601196673,1601196959,286,5.414296875,25.908
1601231531,1601231718,187,4.748571428571428,14.769
1601375576,1601376130,554,5.117514450867052,32.25
1601413785,1601414620,835,0.12,1.672
1601448662,1601449820,1158,5.489158878504672,55.304
1601479465,1601479963,498,5.76843956043956,48.064
1601618977,1601619181,204,4.936421052631578,16.753
1601670772,1601671266,494,5.39595652173913,44.398
1601738073,1601738518,445,5.06135593220339,37.646
1601805110,1601806596,1486,5.939614890885751,118.839
1601902959,1601904876,1917,4.965961538461538,87.606
1601933824,1601933969,145,1.47,5.521
1601965307,1601965729,422,5.157857142857142,36.345
1602052640,1602053020,380,5.534511627906976,21.713
1602085091,1602085459,368,6.433565217391304,39.521
1602147542,1602147824,282,5.170867924528301,24.447
1602223513,1602223698,185,3.92393063583815,12.077
1602229664,1602229940,276,5.493461538461538,25.438
1602328184,1602329033,849,4.862281368821293,34.516
1602430991,1602431499,508,7.155761589403974,60.678
1602481638,1602481823,185,5.669479768786126,17.447
1602528819,1602529680,861,0.12,1.724
1602569550,1602569957,407,5.3146875,13.672
1602625855,1602627376,1521,0.2,0.15
1602658261,1602660501,2240,4.895438596491228,16.647
1602684305,1602685309,1004,0.18,3.026
1602693951,1602694199,248,5.668706896551724,23.389
1602707873,1602710547,2674,0.12,0.388
1602748152,1602749257,1105,5.079714285714286,60.651
1602771695,1602772306,611,6.378115183246073,65.096
1602796904,1602797782,878,0.345,5.021
1602821547,1602821743,196,5.076,16.645
1603236085,1603236085,1,22.919999999999998,0.382
1603295999,1603296626,627,5.130358974358974,53.672
1603805590,1603813891,8301,5.70072463768116,66.184
1604071047,1604071209,162,0.51,0.661
